Wall time,Step,Value
1676825062.923236,49,5.573052406311035
1676825270.1434798,99,5.412727355957031
1676825477.320418,149,5.2860517501831055
1676825686.0535502,199,5.240952491760254
1676825894.5020268,249,5.152853488922119
1676826103.7630882,299,5.190742492675781
1676826313.040075,349,5.026343822479248
1676826517.5952835,399,4.998469352722168
1676826728.010541,449,4.993216514587402
1676826935.548945,499,4.875369071960449
1676827143.327385,549,4.923426151275635
1676827357.6794221,599,4.824263572692871
1676827568.9266627,649,4.769295692443848
1676827778.8242557,699,4.823457717895508
1676827991.7503188,749,4.76430082321167
1676828197.0311732,799,4.631226539611816
1676828406.6838114,849,4.559228420257568
1676828614.0065925,899,4.623858451843262
1676828823.736158,949,4.423140525817871
1676829028.2233958,999,4.083993911743164
1676829237.6061046,1049,3.887951374053955
1676829450.153327,1099,3.713437557220459
1676829661.9903336,1149,3.514772653579712
1676829868.8815553,1199,3.4262280464172363
1676830075.2522702,1249,2.965803623199463
1676830286.5072854,1299,3.1650075912475586
1676830492.1229076,1349,2.672420024871826
1676830702.068766,1399,2.781816244125366
1676830910.4373689,1449,2.4471030235290527
1676831120.3323836,1499,2.139068841934204
1676831332.0041623,1549,2.362175464630127
1676831543.0780945,1599,2.258718490600586
1676831753.5392,1649,1.8224698305130005
1676831963.115336,1699,1.6727445125579834
1676832172.6738806,1749,1.5925471782684326
1676832376.1729789,1799,1.4943437576293945
1676832585.6802652,1849,1.4483177661895752
1676832796.9803078,1899,1.4366428852081299
1676833009.916246,1949,1.2734100818634033
1676833221.1315017,1999,1.1978833675384521
1676833431.7447078,2049,1.2735100984573364
1676833639.0420744,2099,1.07887864112854
1676833849.7225585,2149,0.9335076808929443
1676834060.7376525,2199,1.01054847240448
1676834269.3362281,2249,0.8799763917922974
1676834478.5816314,2299,0.8546571135520935
1676834687.3204637,2349,0.8030983805656433
1676834895.6261907,2399,0.8001624345779419
1676835103.567606,2449,0.8715190887451172
1676835314.4588866,2499,0.7685513496398926
1676835523.277886,2549,0.7291866540908813
1676835729.4887242,2599,0.83698570728302
1676835948.0624242,2649,0.5717964172363281
1676836158.4735768,2699,0.6109708547592163
1676836364.9302914,2749,0.7143368721008301
1676838829.8662906,2799,0.6389436721801758
1676839040.8414445,2849,0.6626713275909424
1676839250.429399,2899,0.5745902061462402
1676839459.5967917,2949,0.560173749923706
1676839670.7251065,2999,0.5857927799224854
1676839883.0486915,3049,0.539989709854126
1676840092.6538475,3099,0.49327564239501953
1676840302.8434808,3149,0.556281566619873
1676840515.9832819,3199,0.577436089515686
1676840726.1675973,3249,0.5396893620491028
1676840936.4641452,3299,0.6018849015235901
1676841145.3387842,3349,0.5538192391395569
1676841356.6616597,3399,0.49442973732948303
1676841570.533969,3449,0.4900442361831665
1676841783.3424091,3499,0.5346885919570923
1676841993.6160097,3549,0.4400964379310608
1676842207.1356246,3599,0.5167603492736816
1676842411.656509,3649,0.57654869556427
1676842623.752196,3699,0.4468975067138672
1676842833.3373857,3749,0.4860820472240448
1676843043.3118885,3799,0.5665103197097778
1676843250.0638838,3849,0.4397395849227905
1676843457.9346173,3899,0.42636144161224365
1676843668.6834958,3949,0.3976553678512573
1676843877.6271505,3999,0.4797651767730713
1676844089.149315,4049,0.4711136519908905
1676844301.9485261,4099,0.42989271879196167
1676844516.0711434,4149,0.49673551321029663
1676844723.7079537,4199,0.42809152603149414
1676844936.225129,4249,0.4792926013469696
1676845140.8164723,4299,0.4249052107334137
1676845350.215582,4349,0.39842352271080017
1676845563.405324,4399,0.41870254278182983
1676845767.6055264,4449,0.37827688455581665
1676845977.553551,4499,0.4061982035636902
1676846184.6040819,4549,0.38612884283065796
1676846394.2886376,4599,0.41859298944473267
1676846604.1143305,4649,0.3608958125114441
1676846816.2846618,4699,0.33298635482788086
1676847025.4995472,4749,0.399097204208374
1676847234.6978607,4799,0.40904492139816284
1676847445.640484,4849,0.41998571157455444
1676847651.5491633,4899,0.39238277077674866
1676847863.1218545,4949,0.3752983808517456
1676848074.9243724,4999,0.44657206535339355
1676848285.812494,5049,0.41699984669685364
1676848490.2678738,5099,0.4245368242263794
1676848697.4084394,5149,0.3633130192756653
1676848905.26965,5199,0.33406174182891846
1676849113.2726827,5249,0.32144057750701904
1676849323.9387095,5299,0.3803856372833252
1676849532.4429786,5349,0.37062832713127136
1676849744.3506784,5399,0.39643752574920654
1676849953.9383056,5449,0.3665582537651062
1676850162.5891714,5499,0.3983234763145447
1676852624.8960397,5549,0.4304687976837158
1676852834.0290732,5599,0.4803500175476074
1676853044.910591,5649,0.31567007303237915
1676853254.8695514,5699,0.3747129440307617
1676853460.3576558,5749,0.37659943103790283
1676853668.8038173,5799,0.36254817247390747
1676853875.9851854,5849,0.40728825330734253
1676854086.8535266,5899,0.3628394603729248
1676854294.8874168,5949,0.37037771940231323
1676854503.917665,5999,0.30792978405952454
1676854710.26956,6049,0.36348363757133484
1676854914.7771819,6099,0.40119773149490356
1676855129.3893483,6149,0.3359570801258087
1676855339.3545794,6199,0.3339298367500305
1676855545.3381612,6249,0.3327323794364929
1676855753.839149,6299,0.3838452100753784
1676855960.3790803,6349,0.3746882975101471
1676856171.2197473,6399,0.33791497349739075
1676856381.8704338,6449,0.2724289894104004
1676856592.6636608,6499,0.33855220675468445
1676856803.2248228,6549,0.3979567289352417
1676857018.210976,6599,0.30892860889434814
1676857223.9913046,6649,0.4236370325088501
1676857430.5223374,6699,0.37257200479507446
1676857638.307847,6749,0.2989376187324524
1676857848.6734955,6799,0.3669607639312744
1676858058.1209033,6849,0.39254581928253174
1676858265.0072064,6899,0.3662915825843811
1676858478.2468836,6949,0.33963048458099365
1676858686.580033,6999,0.30381596088409424
1676858897.3412383,7049,0.35325637459754944
1676859107.0751085,7099,0.30658817291259766
1676859320.2434824,7149,0.28841841220855713
1676859532.442016,7199,0.4170277714729309
1676859742.3919053,7249,0.2938499450683594
1676859951.1264,7299,0.37253740429878235
1676860163.5355568,7349,0.34060344099998474
1676860372.8989425,7399,0.33901381492614746
1676860582.440082,7449,0.2980498671531677
1676860790.9847405,7499,0.29790401458740234
1676860996.6620693,7549,0.35899674892425537
1676861201.9853084,7599,0.3148144483566284
1676861407.271738,7649,0.3817051947116852
1676861614.7882547,7699,0.2949550747871399
1676861824.9177442,7749,0.2951192557811737
1676862031.754694,7799,0.3241117000579834
1676862242.690617,7849,0.3470763564109802
1676862452.7079153,7899,0.3339882493019104
1676862660.6832514,7949,0.28072136640548706
1676862871.5710478,7999,0.3431897759437561
1676863085.0380542,8049,0.2636130154132843
1676863291.3383954,8099,0.30343377590179443
1676863497.2147987,8149,0.29853910207748413
1676863702.5093544,8199,0.2734799087047577
1676863909.4117625,8249,0.24746230244636536
1676864119.1389048,8299,0.3182617425918579
1676866582.8918788,8349,0.2946995496749878
1676866793.267817,8399,0.38513076305389404
1676867006.376337,8449,0.3729879856109619
1676867218.3812213,8499,0.3120115399360657
1676867429.899235,8549,0.2734140157699585
1676867644.0051968,8599,0.32596445083618164
1676867853.7426593,8649,0.2866917848587036
1676868066.8033726,8699,0.3452267646789551
1676868276.0311377,8749,0.3746901750564575
1676868487.3623555,8799,0.20383763313293457
1676868694.1013536,8849,0.28910279273986816
1676868898.9895146,8899,0.33538854122161865
1676869108.039689,8949,0.2636198401451111
1676869314.9077005,8999,0.30637645721435547
1676869527.4160273,9049,0.31977128982543945
